"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle","DerivedDate","hhmmss","DayCat"
"1746",1746,"RT @JERairport: Breaking News: easyJet has announced direct services between Jersey and EDINBURGH!!! The flights, which will... https://t.c…",FALSE,0,NA,"2018/01/05 17:53:00",FALSE,NA,9.49e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Famill_P",16,TRUE,FALSE,NA,NA,"positive","unknown","breaking news easyjet has announced direct services between jersey and edinburgh the flights which will …","@services",2018-01-05 17:53:00,17:53:00,"Evening"
"1747",1747,"@BasmaEAB Thanks. I've sent your photos in an email to our cabin services department. Anne.",FALSE,0,"BasmaEAB","2018/01/05 15:45:00",FALSE,9.49e+17,9.49e+17,2498345072,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","thanks ive sent your photos in an email to our cabin services department anne","@services",2018-01-05 15:45:00,15:45:00,"Noon"
"1748",1748,"RT @CatherineJBott: OK @easyjet it's only a lost unicorn at Gatwick North Terminal, but your customer services know where it is, just left…",FALSE,0,NA,"2018/01/05 15:42:00",FALSE,NA,9.49e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","badgerlyminge",2,TRUE,FALSE,NA,NA,"positive","unknown","okits only a lost unicorn at gatwick north terminal but your customer services know where it is just left…","@services",2018-01-05 15:42:00,15:42:00,"Noon"
"1749",1749,"@colinrichards2 You can do this online Colin in manage bookings but if you've already checked in you'll need to cal… https://t.co/dbs80SolDy",FALSE,0,"colinrichards2","2018/01/05 15:37:00",TRUE,9.49e+17,9.49e+17,740390233,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","you can do this online colin in manage bookings but if youve already checked in youll need to cal…","@services",2018-01-05 15:37:00,15:37:00,"Noon"
"1750",1750,"RT @ma_cile: What's the matter @easyJet ? I was told I'd be compensated for messing up my flights, but your customer services stopped reply…",FALSE,0,NA,"2018/01/05 15:29:00",FALSE,NA,9.49e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gnocagrocep1972",2,TRUE,FALSE,NA,NA,"negative","disgust","whats the matteri was told id be compensated for messing up my flights but your customer services stopped reply…","@services",2018-01-05 15:29:00,15:29:00,"Noon"
"1751",1751,"@sam_sam110681 You can add a child to a booking Sam if they're under 2 years old, you'll need to call our customer… https://t.co/UsaQWWxb06",FALSE,0,"sam_sam110681","2018/01/05 15:03:00",TRUE,9.49e+17,9.49e+17,3177588387,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","you can add a child to a booking sam if theyre underyears old youll need to call our customer…","@services",2018-01-05 15:03:00,15:03:00,"Noon"
"1752",1752,"Wheels down London; the Easyjet inflight mag has about 15-20 ads on various services that can help you invest in… https://t.co/04GMAnRsRc",FALSE,0,NA,"2018/01/05 14:10:00",TRUE,NA,9.49e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vkurup18",0,FALSE,FALSE,NA,NA,"positive","unknown","wheels down london the easyjet inflight mag has aboutads on various services that can help you invest in…","@services",2018-01-05 14:10:00,14:10:00,"Noon"
"1753",1753,"@easyJet The online option was not available within 24 hours. Refer my call to the customer services. I have a scre… https://t.co/nTBwtX6qFM",FALSE,0,"easyJet","2018/01/05 13:55:00",TRUE,9.49e+17,9.49e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ajcapri20",0,FALSE,FALSE,NA,NA,"negative","unknown","the online option was not available withinhours refer my call to the customer services i have a scre…","@services",2018-01-05 13:55:00,13:55:00,"Noon"
"1754",1754,"@ajcapri20 We do offer on online cancellation within 24 hours Ajay in manage my bookings via:… https://t.co/0lRM1u67Ry",FALSE,0,"ajcapri20","2018/01/05 13:44:00",TRUE,9.49e+17,9.49e+17,38895561,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","we do offer on online cancellation withinhours ajay in manage my bookings via…","@services",2018-01-05 13:44:00,13:44:00,"Noon"
"1755",1755,"OK @easyjet it's only a lost unicorn at Gatwick North Terminal, but your customer services know where it is, just l… https://t.co/yTpfaiitK5",FALSE,2,NA,"2018/01/05 13:16:00",TRUE,NA,9.49e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CatherineJBott",2,FALSE,FALSE,NA,NA,"positive","unknown","okits only a lost unicorn at gatwick north terminal but your customer services know where it is just l…","@services",2018-01-05 13:16:00,13:16:00,"Noon"
"1756",1756,"@HandelsblattGE @easyJet So much capacity TXL-MUC. From end March @eurowings adding 4 flts so LH Group has 22 daily… https://t.co/a6FVMLBavx",FALSE,0,"HandelsblattGE","2018/01/05 12:32:00",TRUE,9.49e+17,9.49e+17,2979574468,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","McWhirterAlex",0,FALSE,FALSE,NA,NA,"positive","unknown","so much capacity txlmuc from end marchaddingflts so lh group hasdaily…","@services",2018-01-05 12:32:00,12:32:00,"Noon"
"1757",1757,"LIVE: @easyjet has begun intra-Germany services today, with #U25569 Berlin/Tegel-Munich the first of its acquired e… https://t.co/2ClU2lOJTE",FALSE,17,NA,"2018/01/05 10:05:00",TRUE,NA,9.49e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AirportWebcams",9,FALSE,FALSE,NA,NA,"positive","unknown","livehas begun intragermany services today with u berlintegelmunich the first of its acquired e…","@services",2018-01-05 10:05:00,10:05:00,"Morning"
"1758",1758,"RT @zhou86: Ryan &amp; Jodie of customer services in Manchester airport deserves all the credit for single-handedly handling all refund, transf…",FALSE,0,NA,"2018/01/05 01:04:00",FALSE,NA,9.49e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"positive","unknown","ryan amp jodie of customer services in manchester airport deserves all the credit for singlehandedly handling all refund transf…","@services",2018-01-05 01:04:00,01:04:00,"Morning"
"1759",1759,"@Grooogles Hi, to book sports luggage for 1 way only you'll need to call our customer services team, see here:… https://t.co/bO9HKI5G19",FALSE,0,"Grooogles","2018/01/04 22:50:00",TRUE,9.49e+17,9.49e+17,438485595,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","hi to book sports luggage forway only youll need to call our customer services team see here…","@services",2018-01-04 22:50:00,22:50:00,"Night"
"1760",1760,"@benwoolvin @easyJet Was on that flight! Was horrendous never experienced anything like that before. Even the pilot… https://t.co/zmmQYJ0oXO",FALSE,1,"benwoolvin","2018/01/04 22:42:00",TRUE,9.49e+17,9.49e+17,95028904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RhianNeagle",0,FALSE,FALSE,NA,NA,"neutral","fear","was on that flight was horrendous never experienced anything like that before even the pilot…","@services",2018-01-04 22:42:00,22:42:00,"Night"
"1761",1761,"RT @jackspla009: @easyJet Why delay a claim for expenses for ""telephone costs"" when they weren't asked for. Then had to phone customer serv…",FALSE,0,NA,"2018/01/04 18:08:00",FALSE,NA,9.49e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"positive","disgust","why delay a claim for expenses for telephone costs when they werent asked for then had to phone customer serv…","@services",2018-01-04 18:08:00,18:08:00,"Evening"
"1762",1762,"RT @JohnnySssuper: @easyJet can you look into my expense/compensation case please? Had no updates lately and don’t really want to call your…",FALSE,0,NA,"2018/01/04 16:24:00",FALSE,NA,9.49e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"neutral","joy","can you look into my expensecompensation case please had no updates lately and don’t really want to call your…","@services",2018-01-04 16:24:00,16:24:00,"Evening"
"1763",1763,"@JohnAleese Thanks for sending us your flight info, John.  As promised by my colleague, I've sent your feedback on… https://t.co/GEJCehWIy0",FALSE,1,"JohnAleese","2018/01/04 10:18:00",TRUE,9.49e+17,9.49e+17,8.87e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","thanks for sending us your flight info johnas promised by my colleague ive sent your feedback on…","@services",2018-01-04 10:18:00,10:18:00,"Morning"
"1764",1764,"Breaking News: easyJet has announced direct services between Jersey and EDINBURGH!!! The flights, which will... https://t.co/oKWI8OrRKz",FALSE,24,NA,"2018/01/04 09:57:00",FALSE,NA,9.49e+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JERairport",16,FALSE,FALSE,NA,NA,"positive","surprise","breaking news easyjet has announced direct services between jersey and edinburgh the flights which will","@services",2018-01-04 09:57:00,09:57:00,"Morning"
"1765",1765,"@pcaldecourt Can you please DM your booking ref, booker's name, e-mail address &amp; how your name should be spelt &amp; I… https://t.co/xasyu3jPHW",FALSE,0,"pcaldecourt","2018/01/13 19:44:00",TRUE,9.52e+17,9.52e+17,64161900,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","can you please dm your booking ref bookers name email address amp how your name should be spelt amp i…","@bookings",2018-01-13 19:44:00,19:44:00,"Night"
"1766",1766,"@hdv0204 We can cancel them for you if you wish, Heidi.  However, as easyJet is a non-refundable airline, we aren't… https://t.co/foRZo6xSrF",FALSE,0,"hdv0204","2018/01/13 19:39:00",TRUE,9.52e+17,9.52e+17,9.52e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","we can cancel them for you if you wish heidihowever as easyjet is a nonrefundable airline we arent…","@bookings",2018-01-13 19:39:00,19:39:00,"Night"
"1767",1767,"@Claire1963 I'm so sorry to hear this Claire, Can you please send me a DM with the booking ref, booker's name &amp; the… https://t.co/C2beHElXSo",FALSE,0,"Claire1963","2018/01/13 18:52:00",TRUE,9.52e+17,9.52e+17,19075426,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","im so sorry to hear this claire can you please send me a dm with the booking ref bookers name amp the…","@bookings",2018-01-13 18:52:00,18:52:00,"Evening"
"1768",1768,"Me to a colleague at work - oh wow @easyJet has a massive sale on

Colleague - will you be booking your flights to Nepal with them? 

LOL <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0085>",FALSE,0,NA,"2018/01/13 18:41:00",FALSE,NA,9.52e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jinita_pandhak",0,FALSE,FALSE,NA,NA,"positive","unknown","me to a colleague at workoh wowhas a massive sale on

colleaguewill you be booking your flights to nepal with them 

lol ","@bookings",2018-01-13 18:41:00,18:41:00,"Evening"
"1769",1769,"@easyJet if i have bought x1 15kg hold luggage when booking my flights does that mean i have it for both flights or just the way there",FALSE,0,"easyJet","2018/01/13 18:18:00",FALSE,NA,9.52e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SanaBryantxoxo",0,FALSE,FALSE,NA,NA,"negative","sadness","if i have bought x kg hold luggage when booking my flights does that mean i have it for both flights or just the way there","@bookings",2018-01-13 18:18:00,18:18:00,"Evening"
"1770",1770,"@andrealholloway Please send us a DM with your booking details and more information on this Andrea. We can then for… https://t.co/IzE6Qt7yss",FALSE,0,"andrealholloway","2018/01/13 17:15:00",TRUE,9.52e+17,9.52e+17,18862099,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","please send us a dm with your booking details and more information on this andrea we can then for…","@bookings",2018-01-13 17:15:00,17:15:00,"Evening"
"1771",1771,"@DanielCarlin21 Can you please send us a DM with your booking reference number, the name of the booker and the emai… https://t.co/NubA02SkKu",FALSE,1,"DanielCarlin21","2018/01/13 16:18:00",TRUE,9.52e+17,9.52e+17,290434715,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","can you please send us a dm with your booking reference number the name of the booker and the emai…","@bookings",2018-01-13 16:18:00,16:18:00,"Evening"
"1772",1772,"@WhatDontIGot Hi Nicola, please can you DM us your booking reference, the booker's name and email address so we can… https://t.co/9cVaZtjpti",FALSE,1,"WhatDontIGot","2018/01/13 16:13:00",TRUE,9.52e+17,9.52e+17,7.56e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","hi nicola please can you dm us your booking reference the bookers name and email address so we can…","@bookings",2018-01-13 16:13:00,16:13:00,"Evening"
"1773",1773,"RT @markconner64: @StevePeers @Michell37517439 As from today EasyJet are making every passenger pay £15 booking fee to cover the money they…",FALSE,0,NA,"2018/01/13 15:16:00",FALSE,NA,9.52e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","weehellish",2,TRUE,FALSE,NA,NA,"positive","joy","as from today easyjet are making every passenger paybooking fee to cover the money they…","@bookings",2018-01-13 15:16:00,15:16:00,"Noon"
"1774",1774,"@megwooding1 Hi Meg, could you please give us a DM with more information and booking details? Chloe https://t.co/Qq2zhBAizh",FALSE,0,"megwooding1","2018/01/13 12:06:00",FALSE,9.52e+17,9.52e+17,31404902,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","hi meg could you please give us a dm with more information and booking details chloe","@bookings",2018-01-13 12:06:00,12:06:00,"Noon"
"1775",1775,"@Adoptedldentity Hi, sorry to hear you're having problems checking in. I can check your booking, can you drop me a… https://t.co/RyUE3vsuJJ",FALSE,0,"Adoptedldentity","2018/01/13 07:20:00",TRUE,9.52e+17,9.52e+17,374106857,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","hi sorry to hear youre having problems checking in i can check your booking can you drop me a…","@bookings",2018-01-13 07:20:00,07:20:00,"Morning"
"1776",1776,"@ajmalzy Can you please check again and see if the flights you're looking for are there again?  If not, I could giv… https://t.co/eVW9YgM61j",FALSE,0,"ajmalzy","2018/01/12 21:32:00",TRUE,9.52e+17,9.52e+17,140985843,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","can you please check again and see if the flights youre looking for are there againif not i could giv…","@bookings",2018-01-12 21:32:00,21:32:00,"Night"
"1777",1777,"@ajmalzy I'm sorry to hear that you're having problems making a booking with us, Anna.  I've had a look and I can s… https://t.co/RoFLdcvTwJ",FALSE,0,"ajmalzy","2018/01/12 21:31:00",TRUE,9.52e+17,9.52e+17,140985843,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear that youre having problems making a booking with us annaive had a look and i can s…","@bookings",2018-01-12 21:31:00,21:31:00,"Night"
"1778",1778,"@FRANHERNANDEZ1 Please could you send us a DM with your booking reference, booker's name and email? Chloe",FALSE,0,"FRANHERNANDEZ1","2018/01/12 19:39:00",FALSE,9.52e+17,9.52e+17,147003782,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","please could you send us a dm with your booking reference bookers name and email chloe","@bookings",2018-01-12 19:39:00,19:39:00,"Night"
"1779",1779,"@AshleyJ00715133 I'm sorry to hear that you haven't received a response to your claim yet.  I can check this for yo… https://t.co/pQz3N6aBs5",FALSE,0,"AshleyJ00715133","2018/01/12 18:25:00",TRUE,9.52e+17,9.52e+17,9.47e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear that you havent received a response to your claim yeti can check this for yo…","@bookings",2018-01-12 18:25:00,18:25:00,"Evening"
"1780",1780,"@all2ofme Please DM us Ben with your booking ref number, email and name of booker and we can look into this for you. Thanks, Amanda",FALSE,0,"all2ofme","2018/01/12 17:18:00",FALSE,9.52e+17,9.52e+17,7.14e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","please dm us ben with your booking ref number email and name of booker and we can look into this for you thanks amanda","@bookings",2018-01-12 17:18:00,17:18:00,"Evening"
"1781",1781,"@BearsTravel We will not be refunding fees for bookings that go further back. If you booked your flight much earlie… https://t.co/AEU5XVsr5c",FALSE,0,"BearsTravel","2018/01/12 15:42:00",TRUE,9.52e+17,9.52e+17,261224874,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","we will not be refunding fees for bookings that go further back if you booked your flight much earlie…","@bookings",2018-01-12 15:42:00,15:42:00,"Noon"
"1782",1782,"@JasveerP Please see https://t.co/39SmKouWQu for info on flights to Luton from Lisbon on the 9th June Jasveer. You… https://t.co/rtsO6UmWZ9",FALSE,0,"JasveerP","2018/01/12 14:02:00",TRUE,9.52e+17,9.52e+17,412593800,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","please seefor info on flights to luton from lisbon on the th june jasveer you…","@bookings",2018-01-12 14:02:00,14:02:00,"Noon"
"1783",1783,"@Janik_J Can you please DM your booking ref number, booker's name &amp; e-mail address &amp; I will look into this for you Janik. Thanks, Stu",FALSE,1,"Janik_J","2018/01/12 13:20:00",FALSE,9.52e+17,9.52e+17,315448476,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","anger","can you please dm your booking ref number bookers name amp email address amp i will look into this for you janik thanks stu","@bookings",2018-01-12 13:20:00,13:20:00,"Noon"
"1784",1784,"@victoiremeal I'm sorry to hear about this Vicky. If you can pls reply to this with a DM quoting your booking ref n… https://t.co/mA8gRn5OBG",FALSE,1,"victoiremeal","2018/01/12 12:18:00",TRUE,9.52e+17,9.52e+17,2221351308,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear about this vicky if you can pls reply to this with a dm quoting your booking ref n…","@bookings",2018-01-12 12:18:00,12:18:00,"Noon"
"1785",1785,"@JackN17 Yes that's right Jack. As you have 3 hold bags on your booking, you can combine the total weight between the three. Anne.",FALSE,1,"JackN17","2018/01/12 11:36:00",FALSE,9.52e+17,9.52e+17,251120078,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","sadness","yes thats right jack as you havehold bags on your booking you can combine the total weight between the three anne","@bookings",2018-01-12 11:36:00,11:36:00,"Morning"
"1786",1786,"@liamscottwy I can check this for you Liam, can you drop me a DM with your booking ref no, booker's name &amp; email ad… https://t.co/20D3afqh8u",FALSE,0,"liamscottwy","2018/01/12 11:08:00",TRUE,9.52e+17,9.52e+17,316431180,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","i can check this for you liam can you drop me a dm with your booking ref no bookers name amp email ad…","@bookings",2018-01-12 11:08:00,11:08:00,"Morning"
"1787",1787,"@k_leexjx Hi Kayleigh, I'm really sorry to hear that. If you were denied boarding due to overbooking, please comple… https://t.co/ge1dy0oSUe",FALSE,0,"k_leexjx","2018/01/12 10:55:00",TRUE,9.52e+17,9.52e+17,47486169,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","hi kayleigh im really sorry to hear that if you were denied boarding due to overbooking please comple…","@bookings",2018-01-12 10:55:00,10:55:00,"Morning"
"1788",1788,"@Leightontravels Hi Leighton. The chat team are in a different department so I'm afraid I'm not able to comment on… https://t.co/e21PsvKxYi",FALSE,0,"Leightontravels","2018/01/12 10:41:00",TRUE,9.52e+17,9.52e+17,3341835089,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","fear","hi leighton the chat team are in a different department so im afraid im not able to comment on…","@bookings",2018-01-12 10:41:00,10:41:00,"Morning"
"1789",1789,"@colin459 Please call our customer service team when your baby is born &amp; we can add him/her to the booking for you.… https://t.co/61XQAI6dps",FALSE,0,"colin459","2018/01/12 10:22:00",TRUE,9.52e+17,9.52e+17,246928986,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","please call our customer service team when your baby is born amp we can add himher to the booking for you…","@bookings",2018-01-12 10:22:00,10:22:00,"Morning"
"1790",1790,"TRAVEL TIPS:
It would be easier if #airlines had the same policies, but they vary wildly. So check airlines’… https://t.co/8a0vAGJmGG",FALSE,0,NA,"2018/01/12 09:23:00",TRUE,NA,9.52e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopTravelClinic",0,FALSE,FALSE,NA,NA,"neutral","unknown","travel tips
it would be easier if airlines had the same policies but they vary wildly so check airlines’…","@bookings",2018-01-12 09:23:00,09:23:00,"Morning"
"1791",1791,"@Fly4freecom I prefer to do this with easyJet, as they have a facility called add flight.. So your not making 5 sep… https://t.co/evierpLsy0",FALSE,0,"Fly4freecom","2018/01/12 08:53:00",TRUE,9.52e+17,9.52e+17,2564830902,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ericn131",0,FALSE,FALSE,NA,NA,"positive","joy","i prefer to do this with easyjet as they have a facility called add flight so your not makingsep…","@bookings",2018-01-12 08:53:00,08:53:00,"Morning"
"1792",1792,"If ur quick at booking flights you’ve got an hour left of this EasyJet sale that ends tonight lol",FALSE,0,NA,"2018/01/11 22:57:00",FALSE,NA,9.52e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YousufStalin",0,FALSE,FALSE,NA,NA,"neutral","unknown","if ur quick at booking flights you’ve got an hour left of this easyjet sale that ends tonight lol","@bookings",2018-01-11 22:57:00,22:57:00,"Night"
"1793",1793,"@laurabick4 I'm sorry to hear this Laura. Can you DM me your booking reference, the name of the booker and the emai… https://t.co/LqEsOCIKj5",FALSE,0,"laurabick4","2018/01/11 19:20:00",TRUE,9.51e+17,9.52e+17,43706235,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear this laura can you dm me your booking reference the name of the booker and the emai…","@bookings",2018-01-11 19:20:00,19:20:00,"Night"
"1794",1794,"@guestpepino If you would be kind enough to DM us with your booking ref number, email and name of booker I will loo… https://t.co/gEApeRMIJQ",FALSE,0,"guestpepino","2018/01/11 18:45:00",TRUE,9.51e+17,9.52e+17,7.85e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","if you would be kind enough to dm us with your booking ref number email and name of booker i will loo…","@bookings",2018-01-11 18:45:00,18:45:00,"Evening"
"1795",1795,"@IanGrant52 I'm sorry that your settlement is overdue Ian. Can you please DM the e-mail address used on the booking… https://t.co/IU26fHq5yk",FALSE,0,"IanGrant52","2018/01/11 18:20:00",TRUE,9.51e+17,9.52e+17,18630762,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry that your settlement is overdue ian can you please dm the email address used on the booking…","@bookings",2018-01-11 18:20:00,18:20:00,"Evening"
"1796",1796,"@texas_ranger81 You should have the option to do this Alan through your easyJet account. For more information on th… https://t.co/SbkJpC8ogI",FALSE,0,"texas_ranger81","2018/01/11 18:01:00",TRUE,9.52e+17,9.52e+17,298802092,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","you should have the option to do this alan through your easyjet account for more information on th…","@bookings",2018-01-11 18:01:00,18:01:00,"Evening"
"1797",1797,"@g_oreilly I'm sorry to hear about that Gazz. Can you DM me your booking ref, names on the booking &amp; the email addr… https://t.co/NmlU4bGLr9",FALSE,0,"g_oreilly","2018/01/11 17:48:00",TRUE,9.51e+17,9.52e+17,392344211,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear about that gazz can you dm me your booking ref names on the booking amp the email addr…","@bookings",2018-01-11 17:48:00,17:48:00,"Evening"
"1798",1798,"@michaeltinmouth Can you DM me your booking reference, the name of the booker and the email address that was used t… https://t.co/rtuOKylYBg",FALSE,1,"michaeltinmouth","2018/01/11 16:54:00",TRUE,9.51e+17,9.51e+17,45795865,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","can you dm me your booking reference the name of the booker and the email address that was used t…","@bookings",2018-01-11 16:54:00,16:54:00,"Evening"
"1799",1799,"@skehina You can change your flight on manage bookings https://t.co/lNr9BTWt6H Dee. Charlotte",FALSE,0,"skehina","2018/01/11 16:50:00",FALSE,9.51e+17,9.51e+17,51518917,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","you can change your flight on manage bookingsdee charlotte","@bookings",2018-01-11 16:50:00,16:50:00,"Evening"
"1800",1800,"@david_j_bryant If you DM me your booking ref, names on the booking &amp; email address used to make the booking and yo… https://t.co/WCHeXISwnT",FALSE,0,"david_j_bryant","2018/01/11 16:09:00",TRUE,9.51e+17,9.51e+17,39455169,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","if you dm me your booking ref names on the booking amp email address used to make the booking and yo…","@bookings",2018-01-11 16:09:00,16:09:00,"Evening"
"1801",1801,"@laurenmariexo5 Can you DM the name of the booker and the email address that was used to make the booking ? Then I… https://t.co/mcbXkCw8me",FALSE,0,"laurenmariexo5","2018/01/11 15:25:00",TRUE,9.51e+17,9.51e+17,7.17e+17,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","can you dm the name of the booker and the email address that was used to make the bookingthen i…","@bookings",2018-01-11 15:25:00,15:25:00,"Noon"
