"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"2495","@Micro_Lab_Rat @easyJet The pilots don’t make that announcement",FALSE,0,"Micro_Lab_Rat",2018-01-08 19:52:18,FALSE,"950436742712233985","950455140133277697","46713415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeCessnaPilot",0,FALSE,FALSE,NA,NA,"positive","unknown","the pilots don’t make that announcement","@easyJet"
"2496","RT @ConallMullan2: @easyJet your customer service just keeps claiming that we cancelled the flight when we didn't. They just keep telling u…",FALSE,0,NA,2018-01-08 19:46:13,FALSE,NA,"950453609627570184",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"neutral","unknown","your customer service just keeps claiming that we cancelled the flight when we didnt they just keep telling u…","@easyJet"
"2497","@easyJet are you going to sort it out or not!?",FALSE,1,"ConallMullan2",2018-01-08 19:45:57,FALSE,"950452824701366273","950453543470854145","2654049577","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConallMullan2",0,FALSE,FALSE,NA,NA,"positive","unknown","are you going to sort it out or not","@easyJet"
"2498","@easyJet the flight is this Thursday so we've had no choice but to book new flights so you have cost us hundreds of pounds",FALSE,1,"ConallMullan2",2018-01-08 19:45:37,FALSE,"950452824701366273","950453458624184320","2654049577","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConallMullan2",0,FALSE,FALSE,NA,NA,"negative","unknown","the flight is this thursday so weve had no choice but to book new flights so you have cost us hundreds of pounds","@easyJet"
"2499","@easyJet Awesome. Thank you Lauren",FALSE,0,"easyJet",2018-01-08 19:45:14,FALSE,"950426140249817088","950453359391191041","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Popesture",0,FALSE,FALSE,NA,NA,"positive","unknown","awesome thank you lauren","@easyJet"
"2500","@easyJet your customer service just keeps claiming that we cancelled the flight when we didn't. They just keep telling us to contact again.",FALSE,1,"ConallMullan2",2018-01-08 19:44:23,FALSE,"950452824701366273","950453146870075392","2654049577","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConallMullan2",2,FALSE,FALSE,NA,NA,"neutral","unknown","your customer service just keeps claiming that we cancelled the flight when we didnt they just keep telling us to contact again","@easyJet"
"2501","@Ericahollas Yes, you can take this on board Erica but you'll need to buy hold luggage for this, see here:… https://t.co/kQyBwyXimi",FALSE,0,"Ericahollas",2018-01-13 17:09:27,TRUE,"952138902420246528","952226098233905158","131922727","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","yes you can take this on board erica but youll need to buy hold luggage for this see here…","@baggage"
"2502","@lookingforels Please call the baggage claims desk in the arrival airport Ellie as this is where crew will take any… https://t.co/EORG7GoNYJ",FALSE,0,"lookingforels",2018-01-13 17:02:29,TRUE,"951908361565560832","952224342598877184","2975476996","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","please call the baggage claims desk in the arrival airport ellie as this is where crew will take any…","@baggage"
"2503","@CaitlynAdair We specify that customers must be able to lift their bag into the overhead locker Caitlyn. Our cabin… https://t.co/VtAoyQczph",FALSE,1,"CaitlynAdair",2018-01-13 16:32:30,TRUE,"952214460156006400","952216799151616001","193011797","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","we specify that customers must be able to lift their bag into the overhead locker caitlyn our cabin…","@baggage"
"2504","@Trev25gb I can't comment on another passenger's baggage allowance Trev as I don't know the details &amp; Data protecti… https://t.co/jAUHyQvBiQ",FALSE,0,"Trev25gb",2018-01-13 16:00:49,TRUE,"951883355171287046","952208822508146689","713876185751633920","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","i cant comment on another passengers baggage allowance trev as i dont know the details amp data protecti…","@baggage"
"2505","@confusedzebra We do have a dedicated team David that deal with baggage issues and they would be able to look into… https://t.co/6EbpjTlI1f",FALSE,0,"confusedzebra",2018-01-12 19:38:33,TRUE,"951821638143758337","951901231735328769","790803410274619394","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","we do have a dedicated team david that deal with baggage issues and they would be able to look into…","@baggage"
"2506","RT @barnesbrow: #easyjet baggage @ #manchesterairport - 40 mins to get bags!  Not impressed!",FALSE,0,NA,2018-01-12 15:31:17,FALSE,NA,"951839002138693632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ecvesbages1981",1,TRUE,FALSE,NA,NA,"negative","sadness","easyjet baggagemanchesterairportmins to get bagsnot impressed","@baggage"
"2507","@laurenspew Passengers with upfront or extra legroom seats can take a 2nd, smaller bag into the cabin Lauren, as ca… https://t.co/H2Zu0SgVTn",FALSE,0,"laurenspew",2018-01-12 12:00:01,TRUE,"951551111789531136","951785837167087616","81847572","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","passengers with upfront or extra legroom seats can take a nd smaller bag into the cabin lauren as ca…","@baggage"
"2508","@easyJet Do i have to pay for hold baggage if I am taking a childs item like a buggy, or child carrier (rucksack) but child not with me?",FALSE,0,"easyJet",2018-01-12 11:42:24,FALSE,NA,"951781402974048256","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AminaSalMakeup",0,FALSE,FALSE,NA,NA,"negative","joy","do i have to pay for hold baggage if i am taking a childs item like a buggy or child carrier rucksack but child not with me","@baggage"
"2509","@confusedzebra I'm sorry to hear about what happened David. I've looked into this &amp; we are still awaiting an update… https://t.co/3yaAz0zKMv",FALSE,0,"confusedzebra",2018-01-12 11:10:00,TRUE,"951749593976406017","951773250299793409","790803410274619394","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear about what happened david ive looked into this amp we are still awaiting an update…","@baggage"
"2510","@lucyhollister Sorry to hear this Lucy. You'll need to contact our baggage services team, see here: https://t.co/6YLg7Qkh3R . Ross",FALSE,0,"lucyhollister",2018-01-12 10:55:57,FALSE,"951763495149821952","951769714396745728","190267712","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","sorry to hear this lucy youll need to contact our baggage services team see hereross","@baggage"
"2511","@kwistaa We only allow one cabin bag per customer, Krista, unless you're an easyJet Plus card holder or sitting in… https://t.co/w1Vq530rbT",FALSE,1,"kwistaa",2018-01-11 21:59:00,TRUE,"951508381906407424","951574188615196673","876655277734375425","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","surprise","we only allow one cabin bag per customer krista unless youre an easyjet plus card holder or sitting in…","@baggage"
"2512","@easyJet disappointed to find out that the standard baggage is now 23, so I have to pay extra £25 to get the 3 extr… https://t.co/fKlpgE1Y2w",FALSE,0,"easyJet",2018-01-11 19:57:40,TRUE,NA,"951543653872422912","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsBee79",0,FALSE,FALSE,NA,NA,"negative","sadness","disappointed to find out that the standard baggage is nowso i have to pay extrato get theextr…","@baggage"
"2513",".@easyJet's ridiculous ""one bag of any size"" policy for cabin baggage makes it officially the worst #airline to fly with.",FALSE,0,NA,2018-01-11 18:39:40,FALSE,NA,"951524023548153856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deeharvey",0,FALSE,FALSE,NA,NA,"negative","unknown","s ridiculous one bag of any size policy for cabin baggage makes it officially the worst airline to fly with","@baggage"
"2514","@Two_RS The 'Hands Free' service is available at all the airports we use Rory. For more info on this service please… https://t.co/szjn0e1jSQ",FALSE,0,"Two_RS",2018-01-11 18:08:01,TRUE,"951385339410698241","951516057856106496","39352077","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","the hands free service is available at all the airports we use rory for more info on this service please…","@baggage"
"2515","@JackN17 This should be fine Jack. If you would like more information on restricted items please click here -… https://t.co/K3mgdhCIkm",FALSE,1,"JackN17",2018-01-11 17:45:00,TRUE,"951504448450375680","951510268437295104","251120078","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","this should be fine jack if you would like more information on restricted items please click here …","@baggage"
"2516","@easyJet Hello! My flight allows me cabin baggage only. Is this limited to strictly 1 piece of luggage only, or can… https://t.co/9BppuzyA1p",FALSE,0,"easyJet",2018-01-11 17:37:31,TRUE,NA,"951508381906407424","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kwistaa",0,FALSE,FALSE,NA,NA,"negative","unknown","hello my flight allows me cabin baggage only is this limited to strictlypiece of luggage only or can…","@baggage"
"2517","@xLeolou Yes it is. You can find out info needed by following this link https://t.co/AuBRj8NE6S. Charlotte",FALSE,0,"xLeolou",2018-01-11 16:38:43,FALSE,"951484456539443201","951493585861570566","81350319","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","yes it is you can find out info needed by following this linkcharlotte","@baggage"
"2518","Has anyone else fallen foul of @Ryanair latest scam to charge for cabin baggage? I should have booked with @easyJet <ed><U+00A0><U+00BD><ed><U+00B9><U+0081>",FALSE,0,NA,2018-01-11 16:30:11,FALSE,NA,"951491437102854144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crookedcarolina",0,FALSE,FALSE,NA,NA,"negative","disgust","has anyone else fallen foul oflatest scam to charge for cabin baggage i should have booked with<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E31>","@baggage"
"2519","@AnastasiaZKalea I'm sorry to hear that your mom was charged for her cabin bag, Anastasia.  Our cabin bag policy is… https://t.co/fJv6XxhQAi",FALSE,0,"AnastasiaZKalea",2018-01-11 13:56:28,TRUE,"951411132727689217","951452756656689152","1200787142","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","sadness","im sorry to hear that your mom was charged for her cabin bag anastasiaour cabin bag policy is…","@baggage"
"2520","@dreaming_legend I don't see this being a problem at all Sonia. Please see here for more information on restricted… https://t.co/nh6tLg2EHC",FALSE,0,"dreaming_legend",2018-01-11 13:12:00,TRUE,"951432080176680960","951441565049872384","505858366","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","i dont see this being a problem at all sonia please see here for more information on restricted…","@baggage"
"2521","@samkeir You will need to contact the baggage service team Sam, their number can be found under baggage service numbers on the link. Chris",FALSE,0,"samkeir",2018-01-11 13:08:32,FALSE,"951432842206171137","951440692970221568","265447773","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","you will need to contact the baggage service team sam their number can be found under baggage service numbers on the link chris","@baggage"
"2522","@rachaelsothern You can only take one bag on-board with you Rachael. If you take both they will charge you for this… https://t.co/6nIUSYzXye",FALSE,0,"rachaelsothern",2018-01-11 12:53:26,TRUE,"951409305814732800","951436893207564288","3611394927","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","you can only take one bag onboard with you rachael if you take both they will charge you for this…","@baggage"
"2523","@samkeir I'm sorry to hear that Sam, for more info on property left on board click here: https://t.co/sJD7jTchJ1 Chris",FALSE,0,"samkeir",2018-01-11 12:28:25,FALSE,"951424852707151872","951430596529741825","265447773","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear that sam for more info on property left on board click herechris","@baggage"
"2524","@ReggaetonTutor If this fits in your cabin luggage, this won't be a problem. You can check out this link… https://t.co/H9NWOCEXLz",FALSE,1,"ReggaetonTutor",2018-01-11 11:37:00,TRUE,"951248865197400065","951417656418230272","743036231135662081","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","if this fits in your cabin luggage this wont be a problem you can check out this link…","@baggage"
"2525","@meganlynch09 You can take straighteners and razors Megan <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> Please see here for more information about our restrict… https://t.co/RH3pXYoy5L",FALSE,1,"meganlynch09",2018-01-11 11:20:32,TRUE,"951372380290547712","951413511988678658","22363014","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","you can take straighteners and razors megan <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61> please see here for more information about our restrict…","@baggage"
"2526","RT @p_knight306: Usual long delay for baggage (1h2m) and jetbridge (15min) @Gatwick_Airport @easyJet #neveragain",FALSE,0,NA,2018-01-11 10:41:52,FALSE,NA,"951403783715786752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoreyBa48835080",1,TRUE,FALSE,NA,NA,"negative","unknown","usual long delay for baggage hm and jetbridge minneveragain","@baggage"
"2527","@lookingforels Yes you can Ellie, for more information on taking alcohol in your hold luggage click here:… https://t.co/fgCLQFOZ31",FALSE,0,"lookingforels",2018-01-11 09:52:13,TRUE,"951201406895165442","951391287189688320","2975476996","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","yes you can ellie for more information on taking alcohol in your hold luggage click here…","@baggage"
"2528","@Gwilliams96 We don't have a size restriction, it just has to be no more than 20kg. You can find out more info here… https://t.co/nWbB2B0T1Y",FALSE,0,"Gwilliams96",2018-01-11 09:29:52,TRUE,"951120978129707009","951385661621374976","1099160766","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","we dont have a size restriction it just has to be no more than kg you can find out more info here…","@baggage"
"2529","@davidjstan Hi David. We do have a one cabin bag only policy I'm afraid. As far as I'm aware that's always been our… https://t.co/dlTCKsI6bS",FALSE,0,"davidjstan",2018-01-11 09:25:00,TRUE,"951178908371701760","951384438184792064","165899279","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","fear","hi david we do have a one cabin bag only policy im afraid as far as im aware thats always been our…","@baggage"
"2530","@VOGU83 Good morning Miguel, to read about cabin bag allowance &amp; hold luggage click here: https://t.co/t32ecGe8t5 Y… https://t.co/5fxAhrJUlj",FALSE,0,"VOGU83",2018-01-11 09:20:30,TRUE,"951198882704306177","951383303663300608","2698366369","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","good morning miguel to read about cabin bag allowance amp hold luggage click herey…","@baggage"
"2531","@easyJet - frustrated I selected baggage on 1 leg of journey. almost seems like you tricked me. Money back? I won’t be using it after all!",FALSE,0,"easyJet",2018-01-10 23:17:13,FALSE,NA,"951231482697338886","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GemmaMckee1",0,FALSE,FALSE,NA,NA,"neutral","anger","frustrated i selected baggage onleg of journey almost seems like you tricked me money back i won’t be using it after all","@baggage"
"2532","Just read the change in @Ryanair baggage policy - looks like we'll be flying @easyJet in future. Ryanair is about t… https://t.co/BQQWJOHVmz",FALSE,1,NA,2018-01-10 22:31:30,TRUE,NA,"951219980430921729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Theatremad66",0,FALSE,FALSE,NA,NA,"positive","joy","just read the change inbaggage policylooks like well be flyingin future ryanair is about t…","@baggage"
"2533","@86chb Yes this will be fine Craig as long as it fits in your cabin bag. For more information on restricted and unu… https://t.co/gC7q9hFE2I",FALSE,1,"86chb",2018-01-10 19:05:37,TRUE,"951130824317067264","951168168000741377","99992027","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","yes this will be fine craig as long as it fits in your cabin bag for more information on restricted and unu…","@baggage"
"2534","every single time ma auntie Angela comes in we end up getting into a pure heated debate. Today’s subject is the dif… https://t.co/tntq25CFD6",FALSE,3,NA,2018-01-10 18:48:55,TRUE,NA,"951163966293774338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","simonesallan",0,FALSE,FALSE,NA,NA,"negative","unknown","every single time ma auntie angela comes in we end up getting into a pure heated debate today’s subject is the dif…","@baggage"
"2535","@Jodidum Yes this will be fine Jodi as long as they fit in your hand luggage. If you would like more information on… https://t.co/HqDBjgIiFR",FALSE,0,"Jodidum",2018-01-10 18:41:48,TRUE,"951038614170947584","951162173249740801","1121959914","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","anger","yes this will be fine jodi as long as they fit in your hand luggage if you would like more information on…","@baggage"
"2536","Does EasyJet charge for baggage???",FALSE,0,NA,2018-01-10 16:47:08,FALSE,NA,"951133315679113216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nurse0nTheRight",0,FALSE,FALSE,NA,NA,"positive","joy","does easyjet charge for baggage","@baggage"
"2537","@MeteoGib @AirbusRed @easyJet Just found this.. In stark contrast to 2 hour wait to check in baggage, stale pie &amp; s… https://t.co/hzuW6vj0iU",FALSE,0,"Gerundagula",2018-01-10 16:40:38,TRUE,"951127692283449344","951131681477595137","145341017","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gerundagula",0,FALSE,FALSE,NA,NA,"negative","unknown","just found this in stark contrast tohour wait to check in baggage stale pie amp s…","@baggage"
"2538","@FJC_180 Hands Free is now available at all airports Fran. See here - https://t.co/tneScZvluC Thanks Margaret",FALSE,0,"FJC_180",2018-01-10 09:49:28,FALSE,"950976998825975811","951028207138103296","331286300","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","hands free is now available at all airports fran see herethanks margaret","@baggage"
"2539","@marijnah Hi Mari, sorry about your suitcase. You can report the damage to the baggage handling company here, admin… https://t.co/OhOJIhJbwO",FALSE,1,"marijnah",2018-01-10 09:24:00,TRUE,"950859345339801600","951021798627344384","1550663965","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","hi mari sorry about your suitcase you can report the damage to the baggage handling company here admin…","@baggage"
"2540","@KaelaSantosh This will be okay as long as they fit within the weight and size restrictions. See here - https://t.co/JUgAaesEIe Margaret",FALSE,0,"KaelaSantosh",2018-01-10 09:18:25,FALSE,"950872074553380865","951020395049742336","89693693","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","anger","this will be okay as long as they fit within the weight and size restrictions see heremargaret","@baggage"
"2541","Hi @easyJet. What restrictions do you have for hold baggage? As long as my bag is within my weight limit and length… https://t.co/qwxLWgAgd0",FALSE,0,NA,2018-01-09 21:34:27,TRUE,NA,"950843235039174656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_d_a_mt",0,FALSE,FALSE,NA,NA,"negative","sadness","hiwhat restrictions do you have for hold baggage as long as my bag is within my weight limit and length…","@baggage"
"2542","@Peskey88 @British_Airways @easyJet Hahaha bet I know what baggage carousel your bags will come from as well!",FALSE,1,"Peskey88",2018-01-09 21:01:00,FALSE,"950830062844235778","950834816555024386","554303038","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missalikij",0,FALSE,FALSE,NA,NA,"positive","unknown","hahaha bet i know what baggage carousel your bags will come from as well","@baggage"
"2543","The biggest automated baggage drop ~ EasyJet Gatwick North Terminal. https://t.co/TOpz3sk5GF via @greytravels",FALSE,0,NA,2018-01-09 19:19:17,FALSE,NA,"950809217971249162",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","greytravels",0,FALSE,FALSE,NA,NA,"positive","unknown","the biggest automated baggage dropeasyjet gatwick north terminal","@baggage"
"2544","@easyJet absurd policy of forcing passengers to check baggage when half the overhead lockers on the plane are empty… https://t.co/ZgYYEwayqR",FALSE,0,"easyJet",2018-01-09 18:26:51,TRUE,NA,"950796022179160065","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PamelaWernham",0,FALSE,FALSE,NA,NA,"negative","unknown","absurd policy of forcing passengers to check baggage when half the overhead lockers on the plane are empty…","@baggage"
"2545","@lyon01_david Sorry to hear this David. We do have a required limit on each bag and if you do go over this, your ba… https://t.co/LXk5Jbw5YD",FALSE,0,"lyon01_david",2018-01-09 17:23:00,TRUE,"950769800078352384","950779955440422912","320135470","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","sorry to hear this david we do have a required limit on each bag and if you do go over this your ba…","@baggage"
"2546","@emileyisabella As we are a on refundable airline Emiley I am unable to refund the baggage that you added to your b… https://t.co/So9HSgbE7V",FALSE,0,"emileyisabella",2018-01-09 17:12:00,TRUE,NA,"950777187392720896","1246661438","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","as we are a on refundable airline emiley i am unable to refund the baggage that you added to your b…","@baggage"
"2547","@_NedFlanders_ I'm sorry but I don't think that this kind of bike bag will be allowed in the hold Greg. The bags th… https://t.co/v2KGRHkVKx",FALSE,0,"_NedFlanders_",2018-01-09 17:05:33,TRUE,"950702269254832130","950775562569691137","115759698","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","im sorry but i dont think that this kind of bike bag will be allowed in the hold greg the bags th…","@baggage"
"2548","@MattfxDQ Yes you can bring this as your cabin bag as long as it is within our measurements Matthew but you will no… https://t.co/ikhuvQ8sy1",FALSE,0,"MattfxDQ",2018-01-09 16:46:45,TRUE,"950763463470665728","950770831025692672","3004409524","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","yes you can bring this as your cabin bag as long as it is within our measurements matthew but you will no…","@baggage"
"2549","@clarkedev you can have one bag that is 10kg and the other that is 30kg as long as it doe not go over the total wei… https://t.co/NijLAh8jDt",FALSE,0,"clarkedev",2018-01-09 15:55:00,TRUE,"950755501876314113","950757808781357056","105158294","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","you can have one bag that is kg and the other that is kg as long as it doe not go over the total wei…","@baggage"
"2550","@easyJet after mutiple attempts to contact you we have had no luck getting our lost baggage issue sorted. After bei… https://t.co/ELNKt9E8Kf",FALSE,0,"easyJet",2018-01-09 15:15:29,TRUE,NA,"950747865923686400","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BBodyweight",0,FALSE,FALSE,NA,NA,"neutral","unknown","after mutiple attempts to contact you we have had no luck getting our lost baggage issue sorted after bei…","@baggage"
"2551","@emileyisabella If you have not booked hold luggage then this will not be added to your booking Emiley. You are how… https://t.co/thkxidDAL2",FALSE,0,"emileyisabella",2018-01-09 13:04:27,TRUE,"950712925358100480","950714887273091073","1246661438","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","if you have not booked hold luggage then this will not be added to your booking emiley you are how…","@baggage"
"2552","@nellyp2010 Our hands free service is available in all the airports that we fly to and from Neil. Please see the fo… https://t.co/M11puOGK7V",FALSE,0,"nellyp2010",2018-01-09 12:51:31,TRUE,"950705416438190080","950711631734038528","186569677","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","our hands free service is available in all the airports that we fly to and from neil please see the fo…","@baggage"
"2553","@easyJet Does Tenerife south airport allow hand free baggage?",FALSE,0,"easyJet",2018-01-09 12:26:49,FALSE,NA,"950705416438190080","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nellyp2010",0,FALSE,FALSE,NA,NA,"positive","unknown","does tenerife south airport allow hand free baggage","@baggage"
"2554","@BBodyweight Hi Ian. Please can you DM me your booking details and I'll email the baggage company to ask if there's… https://t.co/KNtKUgOe5S",FALSE,0,"BBodyweight",2018-01-09 11:23:36,TRUE,"950636331239174144","950689510018486272","883795981099311104","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","joy","hi ian please can you dm me your booking details and ill email the baggage company to ask if theres…","@baggage"
"2555","@dlaw1952 Thank you for letting us know David. EasyJet's baggage is handled by Menzies so we'll flag this with them.",FALSE,0,"dlaw1952",2018-01-09 10:39:55,FALSE,"950464797082079232","950678514944102401","443827618","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","manairport",0,FALSE,FALSE,NA,NA,"positive","unknown","thank you for letting us know david easyjets baggage is handled by menzies so well flag this with them","@baggage"
"2556","@glitrgh0st I'm really sorry to hear this Chelsea. Please see link for procedure to get this reported -… https://t.co/apo1eYTzF2",FALSE,0,"glitrgh0st",2018-01-09 09:03:36,TRUE,"950517048945278978","950654278510743552","930179651288395776","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im really sorry to hear this chelsea please see link for procedure to get this reported …","@baggage"
"2557","@BBodyweight I'm really sorry to hear this Ian. You will need to contact baggage services for an update on your los… https://t.co/6rZQfPvg1K",FALSE,0,"BBodyweight",2018-01-08 22:37:33,TRUE,"950469932365615105","950496724061171712","883795981099311104","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im really sorry to hear this ian you will need to contact baggage services for an update on your los…","@baggage"
"2558","@JCrichtonSmith If you have purchased several bags at a lesser weight then yes, this will be completely fine. More… https://t.co/sW94j7kl0e",FALSE,0,"JCrichtonSmith",2018-01-08 20:06:28,TRUE,"950457112613785600","950458704075395079","95557126","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","sadness","if you have purchased several bags at a lesser weight then yes this will be completely fine more…","@baggage"
